 name zcmb zhel dz mb dmb x1 dx1 color dcolor 3rdvar d3rdvar cov_m_s cov_m_c cov_s_c set ra dec biascor l b survey zCMB_A2
18 03D4cx 0.94689 0.949 0.0 24.460375 0.1150359999999999 -0.095636 0.673245 0.056711 0.065385 11.008 0.157 0.018281 -0.002054 0.001302 1 333.64064 -17.587511 -0.0261519999999999 0.68684332626952 -0.9191023741330172 SNLS 0.94689
19 03D4cy 0.924917 0.927 0.0 24.70585100000001 0.125384 0.863344 0.639964 -0.057529 0.07152 9.705 0.2355 0.028082 -0.00237 0.006754 1 333.418394 -17.681641 -0.023921 0.6820710014778805 -0.9162819639606968 SNLS 0.924917
20 03D4cz 0.6931649999999999 0.695 0.0 24.03207 0.100242 -1.763859 0.384538 -0.076797 0.085271 10.389 0.245 0.010378 0.000565 0.006846 1 334.174418 -17.926271 -0.003731 0.6831832663223666 -0.9295338198753204 SNLS 0.6931649999999999
21 03D4dh 0.625233 0.627 0.0 23.386939 0.0914529999999999 1.12789 0.183953 -0.042907 0.049556 9.414 0.1625 0.001269 0.0006519999999999 -0.000286 1 334.37928 -17.629653 -0.000474 0.6933399822726033 -0.9307745070394536 SNLS 0.625233
22 03D4di 0.8969440000000001 0.899 0.0 24.333328 0.109618 1.454285 0.416048 -0.084188 0.064346 9.879 0.0635 0.009161 -0.001625 0.003864 1 333.542663 -17.506617000000002 -0.021066 0.6879959335858616 -0.917062348666751 SNLS 0.8969440000000001
23 03D4dy 0.6082609999999999 0.61 0.0 23.24535 0.090819 1.138023 0.183456 -0.0983769999999999 0.0360129999999999 5.294 52.8705 0.001827 0.000386 0.000832 1 333.710523 -17.956479 0.000104 0.6776647226663226 -0.9225616594060372 SNLS 0.6082609999999999
24 03D4fd 0.789054 0.7909999999999999 0.0 24.222261 0.099608 0.784211 0.4724609999999999 -0.042547 0.065807 10.005 0.2195 0.004293 -0.00083 0.004876 1 334.0602140000001 -17.395573000000002 -0.010749 0.6963198006365748 -0.9243169858336614 SNLS 0.789054
25 03D4gf 0.578292 0.58 0.0 23.324299 0.090072 0.509293 0.312213 -0.0360819999999999 0.037889 7.638 0.2905 0.002358 0.0003819999999999 0.0024649999999999 1 333.595552 -17.734032 0.000897 0.6824689160929459 -0.9193566335550286 SNLS 0.578292
26 03D4gg 0.59028 0.5920000000000001 0.0 23.431058 0.092935 1.001108 0.4345310000000001 0.011626 0.039609 10.162 0.0055 0.006612 0.0001139999999999 0.0001139999999999 1 334.167458 -18.164458 0.000614 0.676637650708209 -0.9309452141741718 SNLS 0.59028
27 04D1aj 0.719626 0.721 0.0 23.898687 0.095665 0.391447 0.356584 -0.033571 0.066572 6.0 5.0 0.005052 -0.000237 0.001316 1 36.474835 -4.99461 -0.005402 3.012575764196684 -1.0199060819092984 SNLS 0.719626
28 04D1dc 0.210032 0.211 0.0 21.056779 0.085765 -1.236256 0.061648 -0.0026739999999999 0.025159 10.635 0.0415 -0.000108 0.000598 -0.000205 1 36.576935 -4.311968 -0.000962 2.9997657438743164 -1.0099352896960208 SNLS 0.210032
29 04D1de 0.76659 0.768 0.0 24.132026 0.0966409999999999 0.905821 0.243846 -0.118769 0.0558059999999999 9.64 0.1665 0.004224 -0.00014 -0.000465 1 36.649621 -4.4226230000000015 -0.008877 3.003971994954336 -1.010508599724002 SNLS 0.76659
30 04D1ff 0.858513 0.86 0.0 24.246115 0.101579 0.72806 0.277044 0.047131 0.057566 8.73 0.3045 0.0049689999999999 -0.00069 0.00072 1 36.410924 -4.902631 -0.017206 3.008934892839111 -1.0194847369424505 SNLS 0.858513
31 04D1hd 0.367904 0.369 0.0 22.156621 0.086082 0.788975 0.068129 -0.092073 0.022091 8.199 0.0905 7.2e-05 0.0004379999999999 -0.000149 1 36.536808 -4.109634 0.000125 2.9943448954689504 -1.0077868037798017 SNLS 0.367904
32 04D1hx 0.558746 0.56 0.0 23.699983 0.089573 0.28513 0.1918089999999999 0.1116829999999999 0.035476 9.645 0.1335 0.001349 0.000524 6.8e-05 1 36.177063 -4.790326 0.0012619999999999 3.0006763683703173 -1.0207922957755748 SNLS 0.558746
33 04D1hy 0.8485090000000001 0.85 0.0 24.295329 0.10052 1.151184 0.275975 -0.054238 0.055401 8.086 0.8255 0.003284 -0.000753 0.0003549999999999 1 36.036226 -4.831071 -0.0162259999999999 2.998122788889023 -1.0229671831044638 SNLS 0.8485090000000001
34 04D1iv 0.99639 0.998 0.0 24.617672 0.112483 1.27336 0.343306 -0.131063 0.051486 9.034 0.45 0.00626 -0.001508 0.001697 1 36.200212 -4.152558999999999 -0.030989 2.9870816601568966 -1.0122558803313044 SNLS 0.99639
35 04D1jd 0.776594 0.778 0.0 24.397768 0.098366 0.13522 0.286534 0.099259 0.070323 10.38 0.1475 0.003488 -0.000644 0.002038 1 36.961818 -4.94379 -0.009695 3.02315959335328 -1.0134662018561171 SNLS 0.776594
36 04D1jg 0.582932 0.5842 0.0 23.273246 0.09012 0.265156 0.158945 -0.104618 0.0339519999999999 11.338 0.1505 0.001492 0.0003689999999999 0.000478 1 36.552319 -4.1348 0.000793 2.9952719034185384 -1.007932013539412 SNLS 0.582932
37 04D1kj 0.583743 0.585 0.0 23.335798 0.089495 0.2181449999999999 0.126028 -0.062764 0.0297279999999999 9.929 0.1075 0.0008039999999999 0.00036 -2e-05 1 36.969417 -4.180251999999999 0.000774 3.006293876477187 -1.0036287091214977 SNLS 0.583743
38 04D1ks 0.796552 0.7979999999999999 0.0 24.128917 0.098413 0.698641 0.26332 0.094253 0.062032 7.966 0.7190000000000001 0.003176 -0.000539 0.001497 1 36.039649 -4.978721 -0.0114 3.0015453042007416 -1.0248317297888692 SNLS 0.796552
39 04D1oh 0.588721 0.59 0.0 23.396414 0.091211 -0.066782 0.20667 -0.068922 0.033246 9.17 0.1525 0.003106 0.000397 0.000623 1 36.25984 -4.236187 0.000653 2.9903783522586167 -1.0126525076656958 SNLS 0.588721
40 04D1ow 0.913473 0.915 0.0 24.34396700000001 0.104751 -0.04407 0.285862 -0.160738 0.052163 9.397 1.3735 0.005516 -0.0008089999999999 0.001067 1 36.677899 -4.30619 -0.022752 3.0020770879936296 -1.0086770059271215 SNLS 0.913473
41 04D1pc 0.768587 0.77 0.0 24.54617600000001 0.097274 -0.3341639999999999 0.33888 0.085159 0.0636159999999999 10.418 0.1795 0.0042369999999999 -6.2e-05 0.003505 1 36.60365 -4.3994 -0.009039 3.002346261035932 -1.010749610392713 SNLS 0.768587
42 04D1pd 0.948455 0.95 0.0 24.677344 0.112213 0.182611 0.422231 0.0412779999999999 0.060796 10.215 0.1145 0.010499 -0.001529 0.0025399999999999 1 36.915633 -4.631172 -0.02631 3.015012388820824 -1.0100392479908549 SNLS 0.948455
43 04D1pg 0.513793 0.515 0.0 23.572554 0.090087 0.985964 0.196013 0.102976 0.035785 9.808 0.161 0.002656 0.000695 0.001284 1 36.767329 -4.175287 0.001678 3.0013464519896766 -1.0059401424251746 SNLS 0.513793
44 04D1pp 0.7336090000000001 0.735 0.0 23.98538 0.094433 -1.34455 0.222627 -0.1168569999999999 0.0526429999999999 11.382 0.0895 0.0017879999999999 0.000185 0.000375 1 36.301993 -4.701584 -0.006371 3.001746324255358 -1.0181833536184186 SNLS 0.7336090000000001
45 04D1pu 0.6377010000000001 0.639 0.0 24.012142 0.100758 -1.611068 0.377261 0.106744 0.082963 9.314 0.2395 0.009287 0.001795 0.0065489999999999 1 36.868641 -4.744934 -0.000958 3.0164399550834684 -1.0120482039436682 SNLS 0.6377010000000001
46 04D1qd 0.765588 0.767 0.0 24.244208 0.09633 0.180928 0.273244 0.01206 0.053803 10.496 0.0645 0.003763 0.0001909999999999 0.0022789999999999 1 36.637813 -4.107177 -0.008797 2.996733391079826 -1.0065763018803449 SNLS 0.765588
47 04D1rh 0.4348609999999999 0.436 0.0 22.556493 0.087188 0.828369 0.210173 -0.057039 0.0258459999999999 9.888 0.132 0.0007379999999999 0.00049 0.000144 1 36.946448 -4.2537650000000005 0.001224 3.0073641202463866 -1.0048436436648411 SNLS 0.4348609999999999
48 04D1rx 0.983407 0.985 0.0 24.760473 0.114131 0.594869 0.4487020000000001 -0.099334 0.059378 9.769 0.125 0.006063 -0.001797 0.0066209999999999 1 36.295958 -4.618348999999999 -0.0297589999999999 2.9997351702783663 -1.0171807783535505 SNLS 0.983407
49 04D1sa 0.583743 0.585 0.0 23.564276 0.091595 -0.442871 0.288839 -0.066413 0.033662 10.623 0.064 0.004025 0.000291 0.0004179999999999 1 36.983995 -4.176071 0.000774 3.00654963820445 -1.0034032524611112 SNLS 0.583743
50 04D1si 0.700631 0.7020000000000001 0.0 23.857842 0.094362 0.1365559999999999 0.296761 -0.011566 0.054476 10.638 0.127 0.004167 0.000348 0.001472 1 36.203316 -4.56895 -0.004181 2.996362130543236 -1.017625953847287 SNLS 0.700631
51 04D1sk 0.662058 0.6634 0.0 24.072652 0.093186 0.4451699999999999 0.376768 0.084112 0.055869 10.416 0.15 0.004263 0.000584 0.002546 1 36.094908 -4.353621 -0.002052 2.9889175153341103 -1.0160942403147677 SNLS 0.662058
52 04D2al 0.838126 0.836 0.0 24.337904 0.113632 -1.313788 1.141614 -0.090405 0.082993 9.642 0.219 -0.018419 -0.00296 0.053578 1 150.468646 2.1641060000000003 -0.0152229999999999 4.138919110256866 0.7396946825967818 SNLS 0.838126
53 04D2an 0.6218739999999999 0.62 0.0 23.581303 0.092366 -0.297309 0.570339 -0.043585 0.048332 7.542000000000002 0.574 0.005765 0.000278 0.007512 1 150.21795600000004 2.04123 -0.000352 4.137829200131483 0.7348919422813248 SNLS 0.6218739999999999
54 04D2cf 0.370586 0.369 0.0 22.462924 0.095747 -0.861569 0.218055 -0.014022 0.034607 10.809 0.1575 -0.005152 0.001364 -0.002585 1 150.483707 1.879478 0.000174 4.144575442119056 0.7370026684439668 SNLS 0.370586
55 04D2fp 0.4166319999999999 0.415 0.0 22.546572 0.087194 0.385152 0.128111 -0.049753 0.027585 10.235 0.2175 0.000646 0.000509 -0.000269 1 149.867166 2.321014 0.000963 4.127693951735008 0.7327414719951479 SNLS 0.4166319999999999
56 04D2fs 0.35857 0.357 0.0 22.425017 0.086485 0.093895 0.10194 0.060514 0.0257769999999999 8.386000000000001 0.294 0.000331 0.000522 -0.000332 1 150.092026 1.765398 -4.4e-05 4.141361818894378 0.7302979993564761 SNLS 0.35857
57 04D2gb 0.4516810000000001 0.45 0.0 22.903257 0.088233 -1.587699 0.17313 0.028125 0.034468 10.246 0.09 0.001046 0.0005769999999999 -0.000303 1 150.594449 1.894161 0.001422 4.145826596263281 0.7387174252655443 SNLS 0.4516810000000001
58 04D2gc 0.522762 0.521 0.0 23.329087 0.089115 1.140206 0.201606 0.018441 0.0356779999999999 9.326 0.2025 0.001761 0.000408 -0.000301 1 150.413604 1.883052 0.00164 4.1435397712373145 0.7360483865701218 SNLS 0.522762
59 04D2gp 0.733996 0.732 0.0 24.211821 0.1029 -1.352031 0.412599 -0.14094 0.0857899999999999 8.834 0.23 0.007795 -0.001296 0.004435 1 149.83488799999995 2.5088790000000003 -0.006398 4.12365030132804 0.7341713064892335 SNLS 0.733996
60 04D2iu 0.701965 0.7 0.0 24.226777 0.1000279999999999 -1.908278 0.4191189999999999 0.04058 0.085172 6.0 5.0 0.008307 -0.000728 0.002177 1 150.304914 2.41505 -0.004263 4.131846784198848 0.7399176863828322 SNLS 0.701965
61 04D2ja 0.742008 0.74 0.0 24.094212 0.1034829999999999 0.357631 0.400499 -0.201828 0.071427 10.991 0.0945 0.011659 -0.001371 -0.002289 1 149.702091 1.771737 -0.00698 4.135927521913686 0.7248376569901769 SNLS 0.742008
62 04D2kr 0.7461180000000001 0.7441 0.0 23.855911 0.0956409999999999 0.789091 0.314259 -0.024482 0.052863 6.0 5.0 0.004924 6.500000000000001e-05 -0.000687 1 150.15559199999996 1.711927 -0.007286 4.143249065216889 0.7306509637417229 SNLS 0.7461180000000001
63 04D2mc 0.34956 0.348 0.0 22.51016700000001 0.089792 -1.7969389999999998 0.126086 0.084647 0.030212 10.96 0.118 0.0020329999999999 0.000889 0.000792 1 150.148125 1.7841810000000002 -0.000206 4.1417733827724215 0.7312835382645438 SNLS 0.34956
64 04D2mh 0.591835 0.59 0.0 23.386183 0.090444 1.581016 0.1742 0.022525 0.033803 9.097 0.418 0.001447 0.0005139999999999 0.00011 1 149.941201 2.141025 0.000574 4.132144190047823 0.7319767630166087 SNLS 0.591835
65 04D2mj 0.514746 0.513 0.0 23.776721 0.090306 1.541433 0.225388 0.155788 0.03546 9.548 0.123 0.002784 0.000699 0.000285 1 150.15221499999996 2.577067 0.001675 4.12663962459483 0.7393797660418815 SNLS 0.514746
66 04D3co 0.620632 0.62 0.0 23.784306 0.093091 -0.677025 0.1953349999999999 -0.027937 0.04632 9.517 0.243 0.003159 0.000465 0.001031 1 214.458245 52.963611 -0.000308 1.6921995284318871 1.0400119426129364 SNLS 0.620632
67 04D3cy 0.643646 0.643 0.0 23.786478 0.094148 -0.204658 0.205403 -0.027514 0.06525 9.98 0.212 0.003557 0.0008089999999999 0.001339 1 214.55181 52.658332 -0.001207 1.6838481776470795 1.0434170791956636 SNLS 0.643646
68 04D3dd 1.002795 1.002 0.0 25.039369 0.13731 0.671653 0.68379 -0.016458 0.07529 9.48 0.1335 0.0288 -0.003574 0.0119049999999999 1 214.451686 52.470678 -0.031582 1.681181610808682 1.0465894608031447 SNLS 1.002795
69 04D3df 0.4705859999999999 0.47 0.0 23.532383 0.087988 -2.06925 0.149804 0.105832 0.0302399999999999 6.0 5.0 0.00055 0.000492 -0.000104 1 214.541671 52.277686 0.0015869999999999 1.6753077547154434 1.048499943195109 SNLS 0.4705859999999999
70 04D3do 0.610643 0.61 0.0 23.559958 0.090588 -0.8306819999999999 0.148887 -0.118742 0.032813 10.485 0.071 0.000712 0.000221 -0.000728 1 214.442008 52.267553 2.9e-05 1.676681769926379 1.04933361224838 SNLS 0.610643
71 04D3ez 0.2634869999999999 0.263 0.0 21.66648 0.08555 -1.082884 0.08402 0.027124 0.023334 10.29 0.012 0.0001419999999999 0.000511 3e-05 1 214.782644 53.071948 -0.001281 1.6895205656737675 1.036361547760195 SNLS 0.2634869999999999
72 04D3fk 0.358336 0.3578 0.0 22.515607 0.0863029999999999 -0.386641 0.0808059999999999 0.079161 0.0234139999999999 10.189 0.0765 0.00031 0.000478 -3.5e-05 1 214.609102 52.528468 -4.8e-05 1.6799811883619942 1.0447313556269175 SNLS 0.358336
73 04D3fq 0.742697 0.742 0.0 24.096172 0.097111 -0.429804 0.362643 -0.040737 0.06858 9.299 0.0455 0.0037549999999999 -0.000466 0.002506 1 214.241188 52.379472 -0.007031 1.6824991553141646 1.0492578203599403 SNLS 0.742697
74 04D3gt 0.451556 0.451 0.0 23.241924 0.087828 -0.2136239999999999 0.112274 0.191395 0.0291 11.34 0.0945 0.0005 0.000531 -0.000192 1 215.635796 52.646921 0.001421 1.6666608051738907 1.0359348092890053 SNLS 0.451556
75 04D3gx 0.910752 0.91 0.0 24.654449 0.112202 -0.449029 0.4391779999999999 -0.145757 0.0587149999999999 6.0 5.0 0.009446 -0.001716 0.002166 1 215.056948 52.282777 -0.022474 1.6672094778344757 1.04477788135514 SNLS 0.910752
76 04D3hn 0.552605 0.552 0.0 23.48813 0.089654 -0.573944 0.124075 0.073514 0.037143 10.79 0.022 0.000987 0.000538 0.0004 1 215.528731 52.228587 0.001353 1.658550194611772 1.0420742613287268 SNLS 0.552605
77 04D3kr 0.337534 0.337 0.0 21.966214 0.086047 1.231534 0.086007 -0.018647 0.022822 9.287 0.0665 0.000117 0.000478 -0.000147 1 214.149726 52.478874 -0.000416 1.6862442009639889 1.0485709922781823 SNLS 0.337534
78 04D3ks 0.750681 0.75 0.0 23.808932 0.099406 0.623562 0.308295 -0.030192 0.064184 8.459 0.226 0.006903 -0.0005809999999999 -0.000198 1 215.63978 52.185184 -0.007631 1.6558041612260477 1.0418193299173983 SNLS 0.750681
79 04D3lp 0.983777 0.983 0.0 24.982708 0.14188 -1.385938 0.567714 0.0094849999999999 0.079183 8.895 0.125 0.023079 -0.0045579999999999 0.003503 1 214.96212000000003 52.503195 -0.029794 1.6738066394807565 1.0425855579594976 SNLS 0.983777
80 04D3lu 0.8226969999999999 0.8220000000000001 0.0 24.373493 0.100111 -0.556579 0.229796 -0.124503 0.058657 11.111 0.0765 0.001991 -0.000763 0.001743 1 215.283209 52.974792 -0.013766 1.6795809436139604 1.0341790816145184 SNLS 0.8226969999999999
81 04D3mk 0.813696 0.813 0.0 24.296809 0.099177 -0.268869 0.28379 -0.147072 0.056741 9.719 0.349 0.0026609999999999 -0.0006349999999999 0.0022719999999999 1 214.857351 53.16369399999999 -0.012936 1.6904062184261657 1.0346374944374424 SNLS 0.813696
82 04D3ml 0.950763 0.95 0.0 24.595947 0.112327 1.16976 0.445773 -0.137444 0.053817 9.882 0.2085 0.010022 -0.00156 0.001837 1 214.162783 53.093253 -0.026542 1.6997674706968506 1.040273789621472 SNLS 0.950763
83 04D3nc 0.817732 0.8170000000000001 0.0 24.272419 0.101608 1.189651 0.4495159999999999 -0.082973 0.0572159999999999 9.127 0.0765 0.008546 -0.000619 0.003859 1 214.075911 52.273804 -0.013306 1.6827806598471455 1.0518053164929655 SNLS 0.817732
84 04D3nh 0.34052 0.34 0.0 22.137345 0.0859 0.612333 0.087605 -0.003747 0.021528 9.356 0.0205 0.000252 0.000449 0.000103 1 215.611283 52.333448 -0.000364 1.659734354335498 1.040132993009402 SNLS 0.34052
85 04D3nr 0.960751 0.96 0.0 24.586694 0.116274 0.2008619999999999 0.4823310000000001 0.026976 0.059622 6.0 5.0 0.018011 -0.002114 -0.005166 1 215.660448 52.648687 -0.027541 1.6663244456218536 1.0357355889360278 SNLS 0.960751
86 04D3ny 0.81072 0.81 0.0 24.233543 0.1055869999999999 -0.074816 0.4905569999999999 -0.014984 0.0656419999999999 10.032 0.262 0.0110459999999999 -0.000968 0.006243 1 214.734665 52.187465 -0.012665 1.6701194981203962 1.04831513592159 SNLS 0.81072
87 04D3oe 0.756687 0.7559999999999999 0.0 24.054929 0.095935 -1.003254 0.276674 -0.2463 0.060008 7.492000000000001 54.194 0.002535 -0.0002549999999999 0.002196 1 214.914099 52.553847 -0.008093 1.6757269480835115 1.0422625464342472 SNLS 0.756687
88 04D4an 0.611252 0.613 0.0 24.015491 0.095195 -0.360563 0.402949 0.0203409999999999 0.042269 10.541 0.154 0.009725 0.00037 0.00203 1 333.9879200000001 -17.695501 9e-06 0.6875099985258137 -0.9251648699668156 SNLS 0.611252
89 04D4bk 0.877971 0.88 0.0 24.329232 0.103099 1.742402 0.435908 -0.1125099999999999 0.0603159999999999 7.8439999999999985 1.086 0.007809 -0.000617 0.006922 1 333.7821 -18.060275 -0.019145 0.6755873042841163 -0.9243290581169412 SNLS 0.877971
90 04D4bq 0.548325 0.55 0.0 23.336908 0.09145 0.648772 0.262356 0.101208 0.039144 8.706 0.7525 0.004529 0.000649 0.001878 1 333.705933 -17.827595000000006 0.00141 0.6810815398425267 -0.921664549590658 SNLS 0.548325
91 04D4dm 0.809032 0.8109999999999999 0.0 24.395023 0.101626 -0.265832 0.320488 0.002784 0.062488 8.977 0.1235 0.003685 -0.000776 0.003253 1 333.856058 -17.245159 -0.012512 0.698205212740485 -0.9201738191741652 SNLS 0.809032
92 04D4dw 1.0288 1.031 0.0 24.58883 0.1248 1.103181 0.4238649999999999 -0.141513 0.061134 10.785 0.22 0.0095129999999999 -0.002814 0.003824 1 334.18614 -17.834070999999994 -0.033878 0.6858030264934422 -0.9291214284624628 SNLS 1.0288
93 04D4fx 0.627239 0.629 0.0 23.512839000000003 0.092195 0.953562 0.194099 -0.033942 0.050867 8.305 0.6555 0.0024809999999999 0.00072 0.000162 1 334.158899 -18.066356 -0.000548 0.6792208012232592 -0.9301898469331984 SNLS 0.627239
94 04D4gg 0.4224520000000001 0.424 0.0 22.726347 0.08807 1.236716 0.138579 0.083147 0.026963 10.057 0.3455 0.001462 0.000612 0.000474 1 334.038579 -17.294411 0.001051 0.6988036358436318 -0.923314157723222 SNLS 0.4224520000000001
95 04D4hf 0.9339 0.936 0.0 24.815885 0.126556 0.846145 0.6449159999999999 0.039429 0.084021 8.527999999999999 1.2765 0.019094 -0.003461 -0.003116 1 334.241251 -17.687025 -0.024836 0.6903522970400007 -0.9290192162995824 SNLS 0.9339
96 04D4hu 0.701158 0.703 0.0 23.921414 0.0945039999999999 0.014891 0.235769 -0.107691 0.058748 9.475 0.222 0.0030489999999999 0.000195 0.0004509999999999 1 333.900866 -17.8389 -0.004213 0.6827569746396948 -0.9247478707212634 SNLS 0.701158
97 04D4ib 0.697164 0.6990000000000001 0.0 23.589462 0.093324 0.976498 0.218386 -0.137669 0.0526679999999999 10.994000000000002 0.118 0.002045 0.000295 0.000589 1 334.173804 -18.105089000000003 -0.00397 0.6783181061849054 -0.930666556580502 SNLS 0.697164
98 04D4ic 0.685179 0.687 0.0 24.117729 0.0983 -0.8659959999999999 0.3900889999999999 -0.011201 0.073401 9.325 0.155 0.00701 0.000122 0.001596 1 333.591057 -17.943487 -0.003271 0.676812908715347 -0.9206327105731144 SNLS 0.685179
99 04D4id 0.767075 0.769 0.0 24.198308 0.101187 0.680717 0.449001 -0.173571 0.061478 10.324000000000002 0.196 0.0075 -0.000736 0.001812 1 334.089165 -17.229027 -0.008916 0.7010857911851252 -0.9236592594789268 SNLS 0.767075
100 04D4ih 0.931901 0.934 0.0 24.398812 0.111047 0.318349 0.345144 -0.213713 0.052888 10.855 0.1285 0.007991 -0.0015949999999999 -0.001143 1 334.320937 -17.677382 -0.0246319999999999 0.6914396766924785 -0.9301858822749476 SNLS 0.931901
101 04D4ii 0.863978 0.866 0.0 24.398482 0.1039 1.3380299999999998 0.416917 -0.00656 0.060395 10.931 0.149 0.0075829999999999 -0.0008039999999999 0.004942 1 333.9818 -17.657478 -0.017746 0.6884704344144088 -0.9248233423289208 SNLS 0.863978
102 04D4im 0.7491 0.7509999999999999 0.0 23.830175 0.096075 0.936907 0.237321 0.03293 0.060213 11.199000000000002 0.1025 0.003328 -0.0002299999999999 -0.001498 1 333.753525 -17.396042 -0.0075099999999999 0.6931148349047128 -0.9195904379559812 SNLS 0.7491
103 04D4in 0.514353 0.516 0.0 22.880762 0.088897 1.531348 0.146971 -0.070064 0.029004 9.101 0.1015 0.001547 0.000503 0.000452 1 333.785725 -17.261028 0.001676 0.6970471005152222 -0.9191948632544148 SNLS 0.514353
104 04D4jr 0.468406 0.47 0.0 22.634969 0.087451 1.528124 0.1214789999999999 -0.062844 0.026993 8.024 0.6755 0.000563 0.000414 -0.000185 1 333.559666 -17.350217 0.001572 0.692327911281832 -0.9162982622161828 SNLS 0.468406
